quarter,feature,mean_abs_shap
2017Q1,glb0557__L0,0.02887
2017Q1,srv0202__L0,0.19367
2017Q1,cmd0517__L0,0.0609
2017Q1,srv0127__L2,0.0977
2017Q1,srv0044__L0,0.78795
2017Q1,ord0362__L0,0.37496
2017Q1,srv0236__L1,0.51058
2017Q1,srv0011__L1,0.09526
2017Q1,srv0138__L2,0.94704
2017Q1,trn0376__L0,0.20998
2017Q1,srv0130__L1,0.26243
2017Q1,srv0162__L0,0.41232
2017Q1,srv0154__L2,0.26669
2017Q1,fin0534__L2,0.55815
2017Q1,srv0103__L0,0.0544
2017Q1,srv0332__L1,0.30191
2017Q1,srv0176__L1,0.19496
2017Q1,srv0113__L2,0.57513
2017Q1,srv0186__L1,0.50693
2017Q1,trn0379__L2,0.68904
2017Q1,srv0248__L1,0.25785
2017Q1,srv0135__L1,0.74883
2017Q1,srv0304__L1,0.75508
2017Q1,srv0074__L0,0.00787
2017Q1,srv0132__L0,0.17152
2017Q1,prd0438__L1,0.27311
2017Q1,trn0393__L2,0.8032
2017Q1,trn0385__L0,0.83803
2017Q1,trd0467__L1,0.22592
2017Q1,srv0133__L2,0.4418
2017Q1,srv0156__L2,0.18553
2017Q2,msc0583__L0,0.52892
2017Q2,srv0143__L2,0.0949
2017Q2,srv0158__L1,3.4689
2017Q2,cmd0515__L1,0.16399
2017Q2,srv0316__L0,0.22955
2017Q2,glb0557__L2,0.11943
2017Q2,srv0059__L2,0.2194
2017Q2,srv0074__L1,0.36178
2017Q2,srv0102__L0,0.23355
2017Q2,srv0198__L2,0.0729
2017Q2,srv0092__L0,1.84875
2017Q2,ord0355__L2,0.747
2017Q2,prd0419__L2,0.25406
2017Q2,srv0128__L2,0.82147
2017Q2,srv0187__L1,0.53481
2017Q2,cmd0528__L0,0.7522
2017Q2,srv0248__L2,0.07056
2017Q2,ord0366__L1,0.32209
2017Q2,fin0534__L0,0.15086
2017Q2,srv0262__L2,0.2925
2017Q2,prd0413__L0,0.15405
2017Q2,srv0117__L2,0.24944
2017Q2,srv0130__L1,0.61998
2017Q2,srv0132__L0,0.69458
2017Q2,srv0081__L0,0.64178
2017Q2,srv0127__L1,1.1104
2017Q2,srv0324__L1,0.15648
2017Q2,srv0015__L0,0.56331
2017Q2,srv0176__L2,0.29691
2017Q2,srv0210__L0,1.14455
2017Q2,srv0332__L2,1.46144
2017Q2,prd0426__L2,0.03762
2017Q2,ord0362__L1,0.14871
2017Q2,srv0046__L0,0.36661
2017Q2,srv0305__L0,0.14214
2017Q2,srv0028__L1,0.03448
2017Q2,srv0113__L0,0.28671
2017Q2,srv0038__L0,0.29901
2017Q2,msc0585__L0,0.18802
2017Q2,srv0011__L0,0.81339
2017Q2,srv0204__L0,0.16901
2017Q2,msc0574__L2,0.61682
2017Q2,trd0483__L2,0.56083
2017Q2,msc0579__L2,0.55319
2017Q2,trd0476__L2,0.15874
2017Q2,srv0207__L0,0.20798
2017Q2,srv0154__L0,0.84678
2017Q2,trd0471__L2,0.18817
2017Q2,srv0156__L0,0.16751
2017Q2,trn0376__L0,0.00636
2017Q2,srv0195__L2,0.03587
2017Q2,srv0202__L2,0.21534
2017Q2,srv0319__L0,0.27522
2017Q2,srv0162__L0,0.72918
2017Q2,srv0062__L1,0.13971
2017Q2,srv0029__L0,0.59543
2017Q2,srv0080__L0,0.6571
2017Q2,srv0112__L0,0.05421
2017Q2,srv0133__L2,0.19605
2017Q2,srv0054__L1,0.04937
2017Q3,ord0340__L2,0.01682
2017Q3,srv0062__L2,0.53782
2017Q3,srv0058__L1,1.42104
2017Q3,trn0379__L0,2.66241
2017Q3,srv0127__L2,1.05813
2017Q3,srv0186__L0,0.00154
2017Q3,srv0212__L0,1.10027
2017Q3,srv0305__L0,0.25308
2017Q3,cmd0515__L1,0.36097
2017Q3,srv0038__L1,4.18314
2017Q3,srv0104__L0,0.01004
2017Q3,cmd0522__L1,0.36721
2017Q3,srv0017__L0,0.00849
2017Q3,srv0322__L0,0.28279
2017Q3,trd0483__L1,0.28573
2017Q3,cmd0521__L1,0.37153
2017Q3,msc0585__L0,0.21658
2017Q3,srv0158__L1,0.29003
2017Q3,ord0366__L1,0.26624
2017Q3,srv0319__L1,0.39223
2017Q3,srv0324__L2,0.19188
2017Q3,srv0176__L0,0.11714
2017Q3,msc0583__L2,0.08857
2017Q3,srv0154__L2,0.39419
2017Q3,srv0252__L1,0.20003
2017Q3,prd0431__L2,0.13563
2017Q3,srv0195__L1,0.61529
2017Q3,srv0320__L0,0.54389
2017Q3,srv0292__L0,0.27964
2017Q3,srv0049__L1,0.07413
2017Q3,prd0419__L0,0.3586
2017Q3,srv0125__L1,1.33712
2017Q3,srv0133__L0,0.83893
2017Q3,ord0358__L1,0.3691
2017Q3,srv0189__L2,0.13709
2017Q3,srv0074__L0,0.10521
2017Q3,srv0112__L2,0.35366
2017Q3,trd0467__L0,0.6577
2017Q3,srv0135__L2,0.35729
2017Q3,srv0092__L2,0.56817
2017Q3,srv0332__L1,0.28115
2017Q3,srv0041__L2,0.14883
2017Q3,srv0162__L0,0.78349
2017Q3,srv0202__L1,0.65441
2017Q3,srv0081__L2,0.22412
2017Q3,ord0355__L0,0.04274
2017Q3,trn0393__L0,0.36467
2017Q3,prd0408__L0,1.42523
2017Q3,srv0132__L2,0.21608
2017Q3,ord0362__L2,1.37309
2017Q3,srv0102__L1,1.10155
2017Q3,srv0236__L0,0.27897
2017Q3,srv0015__L0,0.2679
2017Q3,srv0204__L1,0.02123
2017Q3,msc0582__L1,0.45534
2017Q3,srv0187__L0,1.08178
2017Q3,srv0082__L0,0.8958
2017Q3,prd0413__L1,0.13972
2017Q3,con0453__L1,0.52956
2017Q3,srv0059__L1,0.36528
2017Q4,srv0130__L0,1.08737
2017Q4,srv0049__L0,0.75113
2017Q4,srv0011__L2,0.17453
2017Q4,srv0133__L0,0.19952
2017Q4,srv0082__L0,0.05426
2017Q4,srv0189__L1,1.32706
2017Q4,srv0187__L1,2.86651
2017Q4,srv0125__L1,0.00731
2017Q4,trd0479__L2,0.43252
2017Q4,trd0483__L0,1.02812
2017Q4,srv0332__L0,0.0696
2017Q4,srv0122__L2,0.69422
2017Q4,srv0112__L2,0.02857
2017Q4,srv0029__L2,1.07256
2017Q4,srv0295__L2,0.2782
2017Q4,trd0478__L1,0.19604
2017Q4,ord0358__L1,0.08574
2017Q4,srv0176__L2,0.11459
2017Q4,srv0132__L2,0.08569
2017Q4,srv0068__L0,0.70385
2017Q4,prd0443__L1,0.34906
2017Q4,srv0143__L1,0.15176
2017Q4,prd0413__L0,0.72818
2017Q4,prd0438__L2,0.99465
2017Q4,srv0337__L1,0.12746
2017Q4,srv0104__L2,0.72794
2017Q4,srv0059__L1,0.75163
2017Q4,ord0355__L1,1.11566
2017Q4,trn0385__L1,0.40828
2017Q4,srv0322__L1,0.4276
2017Q4,srv0041__L0,0.03892
2017Q4,ord0347__L2,0.10656
2017Q4,srv0135__L0,0.98783
2017Q4,srv0062__L1,0.11795
2017Q4,prd0408__L2,0.0804
2017Q4,trn0379__L2,0.11331
2017Q4,trd0490__L1,1.42508
2017Q4,srv0028__L0,0.55511
2017Q4,fin0534__L0,0.40725
2017Q4,trd0476__L1,1.0426
2017Q4,ord0362__L1,1.03431
2017Q4,cmd0521__L2,0.31846
2017Q4,trd0489__L0,0.00834
2017Q4,srv0131__L1,1.2445
2017Q4,srv0171__L2,0.16358
2017Q4,msc0568__L2,0.03283
2017Q4,trn0376__L1,1.63673
2017Q4,srv0324__L1,0.80983
2017Q4,trd0471__L2,0.35982
2017Q4,srv0304__L1,0.07056
2017Q4,msc0583__L1,0.27708
2017Q4,srv0127__L1,0.20576
2017Q4,srv0292__L0,0.2024
2017Q4,prd0433__L1,0.8209
2017Q4,ord0356__L1,0.17571
2017Q4,srv0074__L2,1.4269
2017Q4,msc0582__L0,0.0836
2017Q4,srv0102__L1,1.22366
2017Q4,msc0574__L2,0.31111
2017Q4,srv0058__L1,0.98427
2018Q1,trd0464__L1,0.15106
2018Q1,trn0393__L1,0.36817
2018Q1,ord0340__L2,0.17519
2018Q1,srv0080__L1,0.13532
2018Q1,srv0059__L1,0.26403
2018Q1,srv0281__L0,0.46637
2018Q1,srv0204__L2,0.08044
2018Q1,srv0162__L2,0.04489
2018Q1,srv0054__L2,0.32612
2018Q1,trd0476__L2,0.00185
2018Q1,srv0195__L1,0.71731
2018Q1,srv0189__L1,0.32765
2018Q1,ord0355__L2,0.32552
2018Q1,trd0490__L1,0.38781
2018Q1,srv0103__L2,0.30953
2018Q1,srv0049__L1,0.26806
2018Q1,srv0337__L2,0.48285
2018Q1,srv0252__L1,0.82839
2018Q1,msc0585__L0,0.3207
2018Q1,msc0574__L1,0.1732
2018Q1,srv0207__L2,1.15951
2018Q1,srv0127__L0,0.32901
2018Q1,srv0113__L0,0.36978
2018Q1,srv0028__L1,2.17998
2018Q1,srv0044__L0,0.87393
2018Q1,trn0376__L0,0.92026
2018Q1,srv0186__L1,0.74388
2018Q1,srv0011__L2,1.42973
2018Q1,msc0579__L2,0.02482
2018Q1,trd0478__L0,0.49222
2018Q1,srv0135__L0,0.01393
2018Q1,srv0122__L2,0.07952
2018Q1,trd0479__L2,0.86738
2018Q1,prd0419__L1,0.28884
2018Q1,ord0353__L1,0.63607
2018Q1,srv0176__L0,1.201
2018Q1,trd0471__L2,0.06785
2018Q1,ord0362__L0,0.08983
2018Q1,msc0582__L0,0.15302
2018Q1,prd0435__L2,0.39858
2018Q1,ord0366__L0,0.88458
2018Q1,trn0379__L0,0.38459
2018Q1,srv0092__L2,0.33068
2018Q1,srv0131__L2,0.31049
2018Q1,srv0082__L0,0.59634
2018Q1,msc0568__L2,0.15574
2018Q1,srv0304__L2,0.96831
2018Q1,prd0413__L1,0.26257
2018Q1,trd0483__L1,0.41961
2018Q1,cmd0521__L1,3.32912
2018Q1,srv0292__L0,0.87433
2018Q1,srv0058__L0,0.02535
2018Q1,trd0472__L1,0.63194
2018Q1,fin0534__L1,2.19669
2018Q1,srv0074__L2,0.24397
2018Q1,trd0489__L0,0.20779
2018Q1,srv0117__L0,0.24996
2018Q1,srv0322__L1,0.04941
2018Q1,srv0202__L0,0.1959
2018Q1,srv0132__L2,0.43667
2018Q2,fin0534__L2,0.07717
2018Q2,ord0362__L2,0.45187
2018Q2,srv0059__L1,0.12652
2018Q2,msc0582__L1,0.07809
2018Q2,srv0062__L0,0.65041
2018Q2,srv0305__L2,0.07629
2018Q2,glb0557__L2,0.0161
2018Q2,msc0568__L0,0.13251
2018Q2,cmd0521__L0,0.56144
2018Q2,srv0158__L2,0.10313
2018Q2,prd0426__L0,0.57001
2018Q2,srv0316__L0,0.09643
2018Q2,srv0322__L1,0.49243
2018Q2,trd0489__L0,0.01709
2018Q2,ord0355__L0,0.39837
2018Q2,trd0479__L1,0.1705
2018Q2,srv0029__L0,0.04711
2018Q2,srv0295__L2,0.366
2018Q2,srv0156__L1,0.45456
2018Q2,prd0433__L1,0.88403
2018Q2,prd0443__L1,0.30983
2018Q2,prd0435__L2,0.36192
2018Q2,msc0574__L2,0.41985
2018Q2,srv0320__L1,0.26322
2018Q2,cmd0528__L2,0.31097
2018Q2,srv0204__L0,0.11651
2018Q2,srv0103__L1,0.08241
2018Q2,srv0113__L0,0.29772
2018Q2,srv0210__L0,0.59094
2018Q2,srv0332__L0,0.82203
2018Q2,srv0074__L1,0.43826
2018Q2,srv0081__L2,0.19714
2018Q2,trd0472__L2,0.04454
2018Q2,srv0080__L1,0.05808
2018Q2,srv0046__L1,0.04944
2018Q2,srv0262__L2,0.91669
2018Q2,srv0171__L0,0.00126
2018Q2,srv0041__L0,0.25208
2018Q2,srv0335__L2,0.62124
2018Q2,srv0133__L1,0.29344
2018Q2,prd0431__L0,1.01019
2018Q2,trd0471__L1,0.24012
2018Q2,prd0419__L1,0.38546
2018Q2,srv0112__L2,2e-05
2018Q2,srv0127__L0,0.38333
2018Q2,msc0585__L1,0.27351
2018Q2,srv0132__L1,0.39221
2018Q2,srv0202__L2,0.59708
2018Q2,msc0579__L1,0.51948
2018Q2,srv0108__L0,0.01483
2018Q2,srv0017__L1,0.21833
2018Q2,trd0464__L1,0.54973
2018Q2,srv0195__L2,0.48982
2018Q2,srv0125__L2,0.0135
2018Q2,srv0186__L0,0.34684
2018Q2,srv0102__L2,1.85127
2018Q2,prd0408__L2,0.47148
2018Q2,trd0483__L0,0.39415
2018Q2,srv0187__L2,0.96407
2018Q2,srv0198__L0,0.01869
2018Q3,srv0248__L2,0.27647
2018Q3,srv0015__L1,0.75143
2018Q3,srv0162__L1,0.27543
2018Q3,srv0292__L2,0.81345
2018Q3,ord0366__L1,0.57727
2018Q3,msc0568__L2,0.55462
2018Q3,srv0332__L0,1.22097
2018Q3,srv0324__L1,0.08558
2018Q3,srv0128__L0,0.03786
2018Q3,srv0154__L1,0.13276
2018Q3,srv0130__L2,0.43123
2018Q3,srv0081__L2,0.15541
2018Q3,srv0062__L1,0.02072
2018Q3,srv0108__L2,1.14154
2018Q3,srv0158__L2,0.51763
2018Q3,srv0017__L0,0.23949
2018Q3,prd0443__L1,0.67677
2018Q3,cmd0521__L0,0.36427
2018Q3,ord0358__L2,0.61988
2018Q3,trd0472__L2,0.48511
2018Q3,trd0464__L2,0.55677
2018Q3,msc0582__L2,0.07588
2018Q3,cmd0515__L1,0.78867
2018Q3,srv0281__L0,1.14104
2018Q3,prd0435__L2,0.4743
2018Q3,srv0316__L0,0.23164
2018Q3,ord0347__L2,0.20669
2018Q3,prd0438__L1,0.26858
2018Q3,srv0135__L0,0.05961
2018Q3,srv0080__L2,0.80049
2018Q3,srv0143__L2,0.13176
2018Q3,srv0068__L2,0.34345
2018Q3,glb0557__L2,0.19923
2018Q3,srv0058__L1,0.1201
2018Q3,trd0478__L0,0.15457
2018Q3,srv0133__L2,0.15439
2018Q3,trd0476__L1,0.79058
2018Q3,trd0490__L1,0.54954
2018Q3,msc0579__L1,0.28625
2018Q3,srv0262__L1,0.23844
2018Q3,cmd0517__L2,1.84746
2018Q3,srv0236__L2,0.19085
2018Q3,prc0511__L1,0.78686
2018Q3,srv0046__L2,1.66762
2018Q3,srv0029__L0,0.19914
2018Q3,srv0028__L1,0.15738
2018Q3,srv0295__L1,0.26334
2018Q3,fin0534__L1,0.32198
2018Q3,ord0340__L0,0.30441
2018Q3,con0446__L0,0.11544
2018Q3,ord0356__L2,0.75625
2018Q3,trn0379__L2,0.28751
2018Q3,srv0204__L0,0.79864
2018Q3,srv0103__L1,0.93053
2018Q3,srv0198__L2,0.30914
2018Q3,srv0054__L0,0.85609
2018Q3,srv0156__L2,1.54888
2018Q3,srv0082__L2,1.0505
2018Q3,srv0335__L0,0.11586
2018Q3,srv0187__L1,0.63278
2018Q4,prd0433__L0,0.85634
2018Q4,srv0062__L0,0.29229
2018Q4,srv0158__L2,0.53953
2018Q4,srv0102__L1,0.7707
2018Q4,srv0044__L0,0.42462
2018Q4,srv0138__L1,0.29127
2018Q4,srv0162__L1,0.4606
2018Q4,srv0262__L1,0.4835
2018Q4,prd0431__L2,0.66797
2018Q4,srv0041__L1,0.70545
2018Q4,srv0135__L1,0.27686
2018Q4,srv0195__L1,0.29304
2018Q4,srv0132__L2,0.40356
2018Q4,trd0464__L0,0.21618
2018Q4,srv0103__L1,0.00275
2018Q4,trd0478__L1,0.9751
2018Q4,srv0176__L0,1.01994
2018Q4,srv0332__L2,1.56378
2018Q4,srv0104__L0,0.79287
2018Q4,srv0198__L0,0.3988
2018Q4,srv0324__L1,0.36718
2018Q4,srv0320__L1,0.36513
2018Q4,srv0316__L1,0.10111
2018Q4,ord0340__L2,1.4872
2018Q4,srv0108__L1,0.13942
2018Q4,srv0122__L0,0.13357
2018Q4,srv0058__L2,0.4243
2018Q4,srv0082__L0,0.83888
2018Q4,srv0292__L2,0.84608
2018Q4,glb0557__L1,1.40188
2018Q4,ord0347__L0,0.87774
2018Q4,msc0579__L1,0.0234
2018Q4,prd0443__L1,1.21333
2018Q4,ord0366__L1,0.63059
2018Q4,trd0479__L0,0.02284
2018Q4,srv0143__L1,0.0599
2018Q4,srv0049__L1,0.18591
2018Q4,srv0212__L1,0.45979
2018Q4,srv0210__L2,1.11265
2018Q4,srv0011__L2,0.30008
2018Q4,srv0017__L2,0.20837
2018Q4,srv0046__L2,0.70613
2018Q4,trn0376__L1,0.70326
2018Q4,srv0128__L1,0.03268
2018Q4,srv0337__L0,0.49686
2018Q4,srv0028__L1,0.0273
2018Q4,srv0117__L1,0.08145
2018Q4,srv0029__L0,0.04535
2018Q4,srv0092__L1,0.04617
2018Q4,ord0355__L0,0.4727
2018Q4,trd0483__L1,0.13248
2018Q4,trd0476__L1,0.27571
2018Q4,srv0068__L2,0.12715
2018Q4,srv0059__L2,0.02956
2018Q4,srv0304__L1,0.303
2018Q4,srv0038__L2,0.04068
2018Q4,msc0574__L2,0.02525
2018Q4,con0453__L1,1.65708
2018Q4,srv0204__L0,0.07791
2018Q4,srv0171__L0,0.17809
2019Q1,srv0236__L2,0.17815
2019Q1,prd0438__L2,0.62
2019Q1,srv0252__L1,0.69279
2019Q1,srv0049__L2,1.18632
2019Q1,prc0511__L0,0.40307
2019Q1,msc0579__L1,0.7039
2019Q1,srv0204__L2,0.62153
2019Q1,trd0464__L2,0.24236
2019Q1,srv0158__L0,0.69641
2019Q1,msc0585__L0,0.288
2019Q1,prd0435__L0,0.33777
2019Q1,srv0160__L2,0.37821
2019Q1,srv0143__L0,1.92618
2019Q1,ord0355__L0,0.54325
2019Q1,srv0080__L0,0.07453
2019Q1,ord0362__L1,0.36746
2019Q1,srv0135__L2,0.83734
2019Q1,trd0483__L2,0.46968
2019Q1,srv0171__L1,0.29745
2019Q1,srv0281__L2,0.12154
2019Q1,prd0419__L0,0.42172
2019Q1,trd0478__L0,0.0485
2019Q1,srv0262__L0,0.68661
2019Q1,srv0176__L1,0.0169
2019Q1,srv0112__L2,0.21697
2019Q1,con0446__L1,0.92882
2019Q1,srv0017__L0,0.08303
2019Q1,srv0332__L1,0.18961
2019Q1,trd0476__L0,0.3238
2019Q1,con0453__L2,0.69008
2019Q1,trn0376__L2,0.1135
2019Q1,srv0029__L2,0.00256
2019Q1,srv0322__L1,0.13437
2019Q1,ord0353__L0,0.01124
2019Q1,srv0128__L2,0.02339
2019Q1,srv0125__L0,0.00186
2019Q1,msc0568__L1,0.65887
2019Q1,trd0479__L1,0.37046
2019Q1,srv0011__L1,0.20944
2019Q1,srv0104__L0,0.24617
2019Q1,srv0108__L2,0.17678
2019Q1,srv0295__L2,0.73408
2019Q1,srv0212__L0,0.21731
2019Q1,srv0198__L2,1.13669
2019Q1,srv0113__L0,0.33933
2019Q1,cmd0528__L1,0.22302
2019Q1,srv0189__L1,0.15945
2019Q1,srv0304__L0,0.32955
2019Q1,srv0305__L2,0.09303
2019Q1,srv0186__L2,0.8423
2019Q1,srv0054__L0,0.45116
2019Q1,srv0154__L1,2.10947
2019Q1,srv0248__L2,0.22797
2019Q1,srv0081__L0,0.07867
2019Q1,cmd0521__L1,0.54056
2019Q1,srv0058__L1,0.55451
2019Q1,srv0117__L1,0.33484
2019Q1,srv0132__L2,0.05927
2019Q1,srv0059__L1,0.18431
2019Q1,ord0347__L2,0.53256
2019Q2,trn0376__L2,0.05629
2019Q2,srv0046__L2,0.49606
2019Q2,msc0583__L0,0.29589
2019Q2,srv0104__L0,0.17437
2019Q2,trd0464__L2,0.16792
2019Q2,srv0080__L1,0.48594
2019Q2,srv0154__L2,1.52973
2019Q2,srv0207__L0,0.22085
2019Q2,srv0054__L2,0.10044
2019Q2,srv0189__L1,0.65573
2019Q2,msc0582__L0,0.06943
2019Q2,srv0113__L1,0.14423
2019Q2,srv0204__L1,0.06796
2019Q2,srv0322__L2,2.05938
2019Q2,srv0044__L1,0.27863
2019Q2,prd0431__L0,0.14265
2019Q2,srv0029__L1,0.23145
2019Q2,srv0081__L0,1.04554
2019Q2,ord0347__L0,0.6711
2019Q2,srv0017__L0,0.05372
2019Q2,srv0059__L1,0.0127
2019Q2,trd0478__L0,1.04859
2019Q2,srv0158__L0,0.24805
2019Q2,ord0358__L1,0.13547
2019Q2,con0453__L1,0.09289
2019Q2,srv0092__L2,0.45914
2019Q2,srv0236__L0,0.00346
2019Q2,ord0356__L1,1.55891
2019Q2,srv0324__L1,0.4704
2019Q2,srv0135__L0,0.47888
2019Q2,srv0176__L0,0.127
2019Q2,srv0038__L0,0.01171
2019Q2,srv0112__L0,0.26478
2019Q2,srv0062__L1,0.92547
2019Q2,con0446__L2,0.11471
2019Q2,srv0248__L2,0.45637
2019Q2,trd0483__L2,0.11744
2019Q2,srv0127__L0,0.33152
2019Q2,srv0102__L1,1.07501
2019Q2,trn0393__L2,0.67232
2019Q2,srv0332__L0,0.28601
2019Q2,srv0132__L2,0.74865
2019Q2,cmd0521__L2,0.14144
2019Q2,srv0304__L2,0.57226
2019Q2,srv0292__L0,0.20379
2019Q2,ord0353__L1,0.84603
2019Q2,srv0162__L0,0.16965
2019Q2,srv0143__L2,0.00863
2019Q2,ord0366__L1,0.10499
2019Q2,srv0210__L2,2.02768
2019Q2,srv0156__L0,0.22796
2019Q2,srv0049__L2,0.25686
2019Q2,prd0435__L0,0.05817
2019Q2,cmd0517__L2,1.23542
2019Q2,trn0385__L0,0.03647
2019Q2,srv0202__L2,1.23257
2019Q2,srv0138__L2,0.20855
2019Q2,fin0534__L0,0.32849
2019Q2,trd0476__L2,0.21174
2019Q2,srv0320__L1,0.17062
2019Q3,srv0138__L0,0.04464
2019Q3,srv0324__L0,2.22172
2019Q3,cmd0517__L2,0.0749
2019Q3,srv0189__L2,0.06278
2019Q3,srv0202__L2,0.04525
2019Q3,con0446__L1,0.54101
2019Q3,srv0017__L0,0.501
2019Q3,srv0062__L0,0.32198
2019Q3,trd0464__L2,0.40042
2019Q3,srv0332__L2,0.00705
2019Q3,cmd0515__L2,0.77953
2019Q3,trd0478__L0,1.63376
2019Q3,srv0248__L2,2.41991
2019Q3,srv0316__L0,0.15166
2019Q3,srv0125__L2,0.63741
2019Q3,srv0102__L1,2.28678
2019Q3,msc0574__L1,0.63626
2019Q3,srv0292__L2,0.5236
2019Q3,prd0408__L0,0.19271
2019Q3,trd0483__L2,0.35544
2019Q3,trd0472__L2,1.32592
2019Q3,srv0320__L1,1.96588
2019Q3,srv0305__L0,0.21395
2019Q3,cmd0528__L2,0.78399
2019Q3,srv0041__L1,0.73158
2019Q3,srv0295__L2,0.90363
2019Q3,srv0082__L0,0.13644
2019Q3,srv0337__L0,0.14912
2019Q3,ord0358__L2,0.28075
2019Q3,srv0108__L0,0.05873
2019Q3,srv0156__L0,0.30406
2019Q3,ord0340__L1,0.36371
2019Q3,srv0281__L2,0.68845
2019Q3,srv0092__L2,0.40612
2019Q3,srv0187__L2,0.9144
2019Q3,srv0335__L1,0.36614
2019Q3,srv0028__L1,0.04609
2019Q3,srv0128__L0,0.41542
2019Q3,srv0154__L0,0.04664
2019Q3,srv0212__L0,0.52357
2019Q3,srv0207__L0,1.45998
2019Q3,cmd0522__L0,0.1169
2019Q3,glb0560__L2,0.27301
2019Q3,con0453__L1,0.03434
2019Q3,srv0198__L2,0.60302
2019Q3,srv0171__L2,0.42025
2019Q3,srv0068__L0,0.50937
2019Q3,ord0356__L2,0.48143
2019Q3,prd0431__L0,0.29009
2019Q3,srv0015__L2,0.86802
2019Q3,trd0479__L0,1.10674
2019Q3,srv0038__L1,1.0045
2019Q3,srv0044__L2,0.45216
2019Q3,srv0236__L1,0.09826
2019Q3,ord0362__L2,0.51225
2019Q3,srv0081__L1,0.26137
2019Q3,srv0049__L2,0.22748
2019Q3,srv0176__L0,0.58764
2019Q3,srv0143__L1,0.84918
2019Q3,srv0133__L0,1.63312
2019Q4,srv0104__L0,0.6948
2019Q4,msc0579__L0,1.31364
2019Q4,srv0176__L2,0.02935
2019Q4,msc0574__L1,0.08098
2019Q4,prd0413__L2,0.85948
2019Q4,ord0366__L1,0.16228
2019Q4,srv0133__L1,0.57867
2019Q4,ord0340__L0,0.49282
2019Q4,prd0438__L1,0.10547
2019Q4,srv0028__L0,0.08237
2019Q4,srv0011__L0,0.34045
2019Q4,srv0041__L0,0.79968
2019Q4,srv0017__L0,1.16851
2019Q4,srv0198__L0,0.79483
2019Q4,cmd0521__L2,0.05039
2019Q4,trd0476__L2,0.38987
2019Q4,prd0435__L2,0.04943
2019Q4,srv0189__L0,0.77788
2019Q4,trn0379__L1,0.11522
2019Q4,srv0117__L2,1.01896
2019Q4,srv0122__L0,0.30865
2019Q4,srv0207__L1,0.1535
2019Q4,srv0044__L1,0.34674
2019Q4,con0446__L0,0.4144
2019Q4,srv0092__L1,0.26576
2019Q4,srv0337__L2,0.11035
2019Q4,srv0262__L0,0.15715
2019Q4,trn0385__L1,0.6952
2019Q4,srv0082__L1,0.60458
2019Q4,glb0560__L2,0.04442
2019Q4,srv0132__L0,0.20851
2019Q4,srv0046__L1,0.418
2019Q4,srv0058__L2,0.03374
2019Q4,ord0358__L1,0.13176
2019Q4,srv0068__L0,0.20698
2019Q4,srv0102__L0,0.41375
2019Q4,srv0236__L2,0.18401
2019Q4,srv0304__L0,0.41571
2019Q4,srv0038__L0,0.3174
2019Q4,cmd0522__L2,0.02542
2019Q4,srv0248__L0,0.09351
2019Q4,srv0029__L0,0.13943
2019Q4,ord0355__L2,0.04128
2019Q4,prc0511__L1,0.82324
2019Q4,srv0316__L2,0.04425
2019Q4,srv0127__L2,0.08846
2019Q4,srv0130__L2,0.27814
2019Q4,srv0138__L1,0.76924
2019Q4,srv0292__L2,0.13526
2019Q4,srv0204__L2,0.01121
2019Q4,trd0471__L0,0.55055
2019Q4,srv0171__L0,0.33127
2019Q4,srv0210__L0,0.62631
2019Q4,fin0534__L2,0.78275
2019Q4,srv0324__L2,1.10174
2019Q4,srv0195__L0,0.01452
2019Q4,srv0154__L0,0.16144
2019Q4,srv0062__L2,0.23787
2019Q4,srv0081__L1,0.2592
2019Q4,ord0356__L2,1.01824
2020Q1,srv0081__L1,0.20134
2020Q1,srv0112__L0,0.59659
2020Q1,srv0176__L0,0.07876
2020Q1,ord0355__L1,1.27799
2020Q1,prd0433__L1,0.11999
2020Q1,srv0324__L1,1.1412
2020Q1,srv0029__L0,0.62331
2020Q1,srv0204__L1,0.01568
2020Q1,srv0044__L0,0.52251
2020Q1,trn0385__L0,0.2681
2020Q1,ord0366__L2,0.59747
2020Q1,srv0160__L1,0.85861
2020Q1,srv0162__L1,0.27258
2020Q1,trd0476__L2,0.47229
2020Q1,prd0426__L1,0.27682
2020Q1,prd0431__L0,0.1066
2020Q1,srv0332__L1,0.59421
2020Q1,srv0104__L2,0.40467
2020Q1,srv0195__L1,2.48443
2020Q1,srv0011__L0,0.16648
2020Q1,srv0138__L1,1.12428
2020Q1,srv0028__L0,0.02696
2020Q1,ord0358__L0,0.00526
2020Q1,ord0353__L0,0.10053
2020Q1,srv0210__L1,0.26663
2020Q1,srv0122__L0,0.19063
2020Q1,srv0337__L0,0.11637
2020Q1,srv0320__L2,0.01077
2020Q1,fin0534__L2,0.0412
2020Q1,srv0154__L0,0.6144
2020Q1,trd0490__L2,1.83348
2020Q1,trn0376__L2,0.28046
2020Q1,srv0198__L2,2.16667
2020Q1,srv0158__L1,0.66019
2020Q1,srv0108__L1,0.02669
2020Q1,srv0135__L0,0.31899
2020Q1,trd0483__L0,1.45488
2020Q1,srv0304__L1,0.01007
2020Q1,srv0103__L1,0.84381
2020Q1,srv0015__L1,1.71747
2020Q1,srv0049__L2,0.11252
2020Q1,srv0252__L0,0.31757
2020Q1,srv0335__L1,0.51268
2020Q1,trd0471__L0,0.98788
