record_type,quarter,date,origin,n_indicators,factor,category,share,rank,id,name,loading,abs_loading
category,2024Q1,2024-03-31,2024-05,38,2,Production,0.0332,,,,,
category,2024Q1,2024-03-31,2024-05,59,2,Turnover,0.0029,,,,,
category,2024Q1,2024-03-31,2024-05,34,2,Orders,0.0523,,,,,
category,2024Q1,2024-03-31,2024-05,35,2,Surveys,0.0041,,,,,
category,2024Q1,2024-03-31,2024-05,22,2,Trade,0.0267,,,,,
category,2024Q1,2024-03-31,2024-05,49,2,Global,0.1848,,,,,
category,2024Q1,2024-03-31,2024-05,28,2,Misc,0.6959,,,,,
category,2024Q2,2024-06-30,2024-08,59,1,Production,0.0126,,,,,
category,2024Q2,2024-06-30,2024-08,47,1,Turnover,0.2174,,,,,
category,2024Q2,2024-06-30,2024-08,43,1,Orders,0.2262,,,,,
category,2024Q2,2024-06-30,2024-08,34,1,Surveys,0.0704,,,,,
category,2024Q2,2024-06-30,2024-08,59,1,Trade,0.0354,,,,,
category,2024Q2,2024-06-30,2024-08,21,1,Global,0.3171,,,,,
category,2024Q2,2024-06-30,2024-08,50,1,Misc,0.1208,,,,,
category,2024Q2,2024-06-30,2024-08,57,2,Production,0.0451,,,,,
category,2024Q2,2024-06-30,2024-08,24,2,Turnover,0.2147,,,,,
category,2024Q2,2024-06-30,2024-08,36,2,Orders,0.3128,,,,,
category,2024Q2,2024-06-30,2024-08,46,2,Surveys,0.2205,,,,,
category,2024Q2,2024-06-30,2024-08,26,2,Trade,0.0141,,,,,
category,2024Q2,2024-06-30,2024-08,23,2,Global,0.0002,,,,,
category,2024Q2,2024-06-30,2024-08,20,2,Misc,0.1926,,,,,
category,2024Q3,2024-09-30,2024-11,31,1,Production,0.0265,,,,,
category,2024Q3,2024-09-30,2024-11,32,1,Turnover,0.1242,,,,,
category,2024Q3,2024-09-30,2024-11,59,1,Orders,0.1987,,,,,
category,2024Q3,2024-09-30,2024-11,28,1,Surveys,0.1015,,,,,
category,2024Q3,2024-09-30,2024-11,54,1,Trade,0.0542,,,,,
category,2024Q3,2024-09-30,2024-11,35,1,Global,0.3481,,,,,
category,2024Q3,2024-09-30,2024-11,45,1,Misc,0.1467,,,,,
category,2024Q3,2024-09-30,2024-11,26,2,Production,0.0332,,,,,
category,2024Q3,2024-09-30,2024-11,55,2,Turnover,0.1685,,,,,
category,2024Q3,2024-09-30,2024-11,25,2,Orders,0.4619,,,,,
category,2024Q3,2024-09-30,2024-11,39,2,Surveys,0.0802,,,,,
category,2024Q3,2024-09-30,2024-11,45,2,Trade,0.1429,,,,,
category,2024Q3,2024-09-30,2024-11,32,2,Global,0.0079,,,,,
category,2024Q3,2024-09-30,2024-11,55,2,Misc,0.1054,,,,,
category,2024Q4,2024-12-31,2024-14,32,1,Production,0.1098,,,,,
category,2024Q4,2024-12-31,2024-14,40,1,Turnover,0.0857,,,,,
category,2024Q4,2024-12-31,2024-14,25,1,Orders,0.0129,,,,,
category,2024Q4,2024-12-31,2024-14,53,1,Surveys,0.1218,,,,,
category,2024Q4,2024-12-31,2024-14,52,1,Trade,0.2209,,,,,
category,2024Q4,2024-12-31,2024-14,38,1,Global,0.1914,,,,,
category,2024Q4,2024-12-31,2024-14,36,1,Misc,0.2574,,,,,
category,2024Q4,2024-12-31,2024-14,52,2,Production,0.0128,,,,,
category,2024Q4,2024-12-31,2024-14,52,2,Turnover,0.3981,,,,,
category,2024Q4,2024-12-31,2024-14,36,2,Orders,0.0843,,,,,
category,2024Q4,2024-12-31,2024-14,30,2,Surveys,0.1398,,,,,
category,2024Q4,2024-12-31,2024-14,48,2,Trade,0.0635,,,,,
category,2024Q4,2024-12-31,2024-14,46,2,Global,0.104,,,,,
category,2024Q4,2024-12-31,2024-14,23,2,Misc,0.1975,,,,,
category,2025Q1,2025-03-31,2025-05,31,1,Production,0.1319,,,,,
category,2025Q1,2025-03-31,2025-05,43,1,Turnover,0.1119,,,,,
category,2025Q1,2025-03-31,2025-05,48,1,Orders,0.0959,,,,,
category,2025Q1,2025-03-31,2025-05,32,1,Surveys,0.1955,,,,,
category,2025Q1,2025-03-31,2025-05,35,1,Trade,0.1376,,,,,
category,2025Q1,2025-03-31,2025-05,23,1,Global,0.1863,,,,,
category,2025Q1,2025-03-31,2025-05,26,1,Misc,0.1409,,,,,
category,2025Q1,2025-03-31,2025-05,24,2,Production,0.3719,,,,,
category,2025Q1,2025-03-31,2025-05,56,2,Turnover,0.0909,,,,,
category,2025Q1,2025-03-31,2025-05,20,2,Orders,0.011,,,,,
category,2025Q1,2025-03-31,2025-05,32,2,Surveys,0.0116,,,,,
category,2025Q1,2025-03-31,2025-05,28,2,Trade,0.3339,,,,,
category,2025Q1,2025-03-31,2025-05,36,2,Global,0.0855,,,,,
category,2025Q1,2025-03-31,2025-05,32,2,Misc,0.0952,,,,,
category,2025Q2,2025-06-30,2025-08,50,1,Production,0.0565,,,,,
category,2025Q2,2025-06-30,2025-08,44,1,Turnover,0.0395,,,,,
category,2025Q2,2025-06-30,2025-08,37,1,Orders,0.1033,,,,,
category,2025Q2,2025-06-30,2025-08,38,1,Surveys,0.4171,,,,,
category,2025Q2,2025-06-30,2025-08,38,1,Trade,0.0684,,,,,
category,2025Q2,2025-06-30,2025-08,32,1,Global,0.1214,,,,,
category,2025Q2,2025-06-30,2025-08,57,1,Misc,0.1938,,,,,
category,2025Q2,2025-06-30,2025-08,20,2,Production,0.1789,,,,,
category,2025Q2,2025-06-30,2025-08,58,2,Turnover,0.0415,,,,,
category,2025Q2,2025-06-30,2025-08,51,2,Orders,0.0934,,,,,
category,2025Q2,2025-06-30,2025-08,43,2,Surveys,0.4101,,,,,
category,2025Q2,2025-06-30,2025-08,26,2,Trade,0.0072,,,,,
category,2025Q2,2025-06-30,2025-08,30,2,Global,0.2561,,,,,
category,2025Q2,2025-06-30,2025-08,46,2,Misc,0.0128,,,,,
category,2025Q3,2025-09-30,2025-11,27,1,Production,0.0792,,,,,
category,2025Q3,2025-09-30,2025-11,32,1,Turnover,0.0623,,,,,
category,2025Q3,2025-09-30,2025-11,21,1,Orders,0.1071,,,,,
category,2025Q3,2025-09-30,2025-11,53,1,Surveys,0.1726,,,,,
category,2025Q3,2025-09-30,2025-11,46,1,Trade,0.4885,,,,,
category,2025Q3,2025-09-30,2025-11,49,1,Global,0.0639,,,,,
category,2025Q3,2025-09-30,2025-11,28,1,Misc,0.0264,,,,,
category,2025Q3,2025-09-30,2025-11,25,2,Production,0.0285,,,,,
category,2025Q3,2025-09-30,2025-11,52,2,Turnover,0.4331,,,,,
category,2025Q3,2025-09-30,2025-11,55,2,Orders,0.229,,,,,
category,2025Q3,2025-09-30,2025-11,27,2,Surveys,0.0231,,,,,
category,2025Q3,2025-09-30,2025-11,25,2,Trade,0.1313,,,,,
category,2025Q3,2025-09-30,2025-11,30,2,Global,0.0851,,,,,
category,2025Q3,2025-09-30,2025-11,56,2,Misc,0.0698,,,,,
category,2025Q4,2025-12-31,2025-14,24,1,Production,0.04,,,,,
category,2025Q4,2025-12-31,2025-14,35,1,Turnover,0.4134,,,,,
category,2025Q4,2025-12-31,2025-14,30,1,Orders,0.0962,,,,,
category,2025Q4,2025-12-31,2025-14,22,1,Surveys,0.0732,,,,,
category,2025Q4,2025-12-31,2025-14,37,1,Trade,0.0171,,,,,
category,2025Q4,2025-12-31,2025-14,51,1,Global,0.0228,,,,,
category,2025Q4,2025-12-31,2025-14,38,1,Misc,0.3373,,,,,
category,2025Q4,2025-12-31,2025-14,56,2,Production,0.2236,,,,,
category,2025Q4,2025-12-31,2025-14,59,2,Turnover,0.0415,,,,,
category,2025Q4,2025-12-31,2025-14,43,2,Orders,0.1247,,,,,
category,2025Q4,2025-12-31,2025-14,53,2,Surveys,0.0234,,,,,
category,2025Q4,2025-12-31,2025-14,27,2,Trade,0.1513,,,,,
category,2025Q4,2025-12-31,2025-14,29,2,Global,0.3286,,,,,
category,2025Q4,2025-12-31,2025-14,20,2,Misc,0.1068,,,,,
